component_id	n_pairs	n_tok	n_distinct_rt	n_distinct_ncrna	n_retron_types	n_rt_homolog_groups	cv_fold	dominant_retron_type	any_T4	any_T3	in_sensitivity_population	mean_nearest_train_rt_cosine	relatedness_stratum	nll_per_nt_U	nll_per_nt_T	nll_per_nt_G	nll_per_nt_R	nll_per_nt_P	delta_R_minus_T	delta_R_minus_G	delta_R_minus_P	delta_P_minus_T	delta_logP_C1	n_pairs_C1	delta_logP_C2	n_pairs_C2	delta_logP_C3	n_pairs_C3	delta_logP_C4	n_pairs_C4
CMP00921	1	140	1	1	1	1	0	TypeIC1_IC2	0	0	0	0.992662	Q4	1.409666	1.327798	1.392576	1.39645	1.35476	0.068652	0.003874	0.04169	0.026962	0.047373	1	0.021829	1	0.000554	1		0
CMP00922	1	153	1	1	1	1	1	TypeIA_IIAI	0	0	1	0.983298	Q2	1.401586	1.382009	1.336968	1.337655	1.35135	-0.044354	0.000687	-0.013695	-0.030659	0.012027	1	0.006445	1	0.002275	1		0
CMP00923	1	259	1	1	1	1	2	TypeIIIA3	0	0	0	0.975408	Q1	1.420312	1.361409	1.38323	1.408315	1.421901	0.046906	0.025085	-0.013586	0.060492	-0.020027	1		0	-0.045088	1		0
CMP00924	1	129	1	1	1	1	3	OutgroupA	0	0	0	0.992231	Q4	1.410288	1.400692	1.300408	1.283446	1.270104	-0.117246	-0.016962	0.013342	-0.130588	0.053749	1	0.061961	1	0.00144	1		0
CMP00925	1	289	1	1	1	1	4	TypeIIIA3	0	0	1	0.994011	Q4	1.41439	1.378674	1.392053	1.39389	1.335637	0.015216	0.001837	0.058253	-0.043037	0.016436	1	0.002086	1	0.003417	1		0
CMP00926	1	112	1	1	1	1	0	TypeIIA3_proteo	0	0	0	0.975668	Q1	1.426032	1.447571	1.391337	1.370921	1.490139	-0.07665	-0.020416	-0.119218	0.042568	0.097643	1	0.107492	1	0.067805	1		0
CMP00927	1	156	1	1	1	1	1	TypeIX	0	1	0	0.986178	Q2	1.424935	1.407009	1.38488	1.424581	1.396691	0.017572	0.039701	0.02789	-0.010318	0.00915	1		0	-0.000936	1		0
CMP00928	1	227	1	1	1	1	2	TypeXIIIB_Ne144	0	0	1	0.977146	Q1	1.411024	1.266818	1.344419	1.401947	1.364478	0.135129	0.057528	0.037469	0.09766	-0.144344	1		0	-0.104044	1		0
CMP00929	1	123	1	1	1	1	3	OutgroupA	0	1	0	0.988934	Q3	1.372591	1.352748	1.260367	1.239247	1.298252	-0.113501	-0.02112	-0.059005	-0.054496	0.035682	1	0.02927	1	0.029438	1		0
CMP00930	1	154	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.991882	Q4	1.389242	1.354169	1.250268	1.266437	1.206843	-0.087732	0.016169	0.059594	-0.147326	0.025378	1	0.013263	1	0.030119	1		0
CMP00931	1	150	1	1	1	1	0	Ec107_like	0	1	1	0.985926	Q2	1.388458	1.413751	1.370637	1.349022	1.403471	-0.064729	-0.021615	-0.054449	-0.01028		0		0	0.0189	1		0
CMP00932	1	64	1	1	1	1	1	TypeIIA2	0	0	0	0.940039	Q1	1.406966	1.435543	1.544272	1.489142	1.577135	0.053599	-0.05513	-0.087993	0.141592		0		0	-0.033875	1		0
CMP00933	1	134	1	1	1	1	2	TypeIIIA1	0	0	0	0.988948	Q3	1.431264	1.388605	1.395793	1.379152	1.414745	-0.009453	-0.016641	-0.035593	0.02614	0.027015	1		0	0.027015	1		0
CMP00934	1	136	1	1	1	1	3	OutgroupA	0	0	1	0.977502	Q1	1.403658	1.4148	1.377953	1.373373	1.416518	-0.041427	-0.00458	-0.043145	0.001718	0.039921	1	0.041357	1	0.01848	1		0
CMP00935	1	138	1	1	1	1	4	OutgroupB	0	0	0	0.937102	Q1	1.436462	1.651462	1.468742	1.480162	1.460621	-0.1713	0.01142	0.019541	-0.190841		0		0	-0.018095	1		0
CMP00936	1	125	1	1	1	1	0	OutgroupA	1	1	0	0.991931	Q4	1.404473	1.365584	1.388216	1.350992	1.35031	-0.014592	-0.037224	0.000682	-0.015274	0.009556	1	0.01934	1	0.002209	1		0
CMP00937	1	125	1	1	1	1	1	TypeIC1_IC2	1	1	0	0.99507	Q4	1.379605	1.323441	1.249061	1.252828	1.27472	-0.070613	0.003767	-0.021892	-0.048721	0.005714	1	0.022155	1	0.015358	1		0
CMP00938	1	160	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.991708	Q4	1.416478	1.456603	1.300634	1.343601	1.352051	-0.113002	0.042967	-0.00845	-0.104552	0.107285	1		0	0.041429	1		0
CMP00939	1	130	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.995258	Q4	1.254035	1.19262	1.19235	1.032879	1.239267	-0.159741	-0.159471	-0.206388	0.046647	0.125674	1	0.112164	1	0.044987	1		0
CMP00940	1	135	1	1	1	1	4	TypeIC1_IC2	0	1	1	0.994533	Q4	1.41271	1.331359	1.375629	1.395381	1.284788	0.064022	0.019752	0.110593	-0.046571	-0.005483	1	-0.002905	1	-0.013869	1		0
CMP00941	1	146	1	1	1	1	0	OutgroupB	0	1	0	0.983537	Q2	1.397442	1.377547	1.414423	1.351206	1.374841	-0.026341	-0.063217	-0.023635	-0.002706		0		0	0.008562	1		0
CMP00942	1	205	1	1	1	1	1	TypeIIIA2	0	1	0	0.989493	Q3	1.400344	1.384066	1.396452	1.408945	1.381319	0.024879	0.012493	0.027626	-0.002747	-0.034469	1	-0.041214	1	-0.020072	1		0
CMP00943	1	122	1	1	1	1	2	TypeIIA2	0	0	1	0.98108	Q1	1.410162	1.386003	1.392111	1.397235	1.430554	0.011232	0.005124	-0.033319	0.044551	0.05111	1	0.045969	1	0.038752	1		0
CMP00944	1	268	1	1	1	1	3	TypeIIIA2	0	1	0	0.986835	Q2	1.437391	1.389105	1.430462	1.406465	1.36123	0.01736	-0.023997	0.045235	-0.027875	0.012918	1		0	0.00124	1		0
CMP00945	1	130	1	1	1	1	4	OutgroupA	0	1	0	0.98904	Q3	1.332621	1.296211	1.211345	1.291048	1.296202	-0.005163	0.079703	-0.005154	-9e-06	0.051454	1	0.019888	1	0.021052	1		0
CMP00946	1	118	1	1	1	1	0	TypeIX	0	0	1	0.984272	Q2	1.438848	1.378057	1.386932	1.432854	1.470158	0.054797	0.045922	-0.037304	0.092101	0.016432	1		0	0.016036	1		0
CMP00947	1	141	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.991281	Q4	1.336752	1.338744	1.376394	1.391676	1.380998	0.052932	0.015282	0.010678	0.042254	-0.027973	1	-0.017729	1	-0.006467	1		0
CMP00948	1	138	1	1	1	1	2	OutgroupA	0	1	0	0.988446	Q3	1.407855	1.50235	1.402629	1.362677	1.389408	-0.139673	-0.039952	-0.026731	-0.112942	0.067673	1	0.109118	1	0.107373	1		0
CMP00949	1	128	1	1	1	1	3	TypeIA_IIAI	0	0	1	0.938981	Q1	1.497051	1.466389	1.637876	1.877743	1.508472	0.411354	0.239867	0.369271	0.042083	-0.42189	1	-0.423153	1	-0.413117	1		0
CMP00950	1	141	1	1	1	1	4	TypeIC1_IC2	0	0	0	0.990791	Q3	1.386632	1.348984	1.338958	1.353449	1.353532	0.004465	0.014491	-8.3e-05	0.004548	0.006642	1	-0.016848	1	-0.008441	1		0
CMP00951	1	190	1	1	1	1	0	TypeIA_IIAI	0	0	0	0.989801	Q3	1.396515	1.416906	1.344833	1.31254	1.422041	-0.104366	-0.032293	-0.109501	0.005135	0.065339	1	0.04098	1	0.025649	1		0
CMP00952	1	156	1	1	1	1	1	TypeIB2	0	1	0	0.995596	Q4	1.41009	1.382868	1.385541	1.390119	1.389144	0.007251	0.004578	0.000975	0.006276	-0.006313	1	-0.005999	1	-0.005766	1		0
CMP00953	1	187	1	1	1	1	2	TypeXIIIB_Ne144	0	0	0	0.985133	Q2	1.433417	1.415747	1.407151	1.413967	1.409055	-0.00178	0.006816	0.004912	-0.006692	0.133295	1		0	0.040607	1		0
CMP00954	1	130	1	1	1	1	3	TypeIC1_IC2	0	0	0	0.992911	Q4	1.335593	1.229955	1.249958	1.177472	1.211042	-0.052483	-0.072486	-0.03357	-0.018913	-0.039299	1		0	-0.015194	1		0
CMP00955	1	152	1	1	1	1	4	TypeIA_IIAI	0	0	1	0.987422	Q2	1.379833	1.382188	1.395196	1.320567	1.434488	-0.061621	-0.074629	-0.113921	0.0523	0.029124	1		0	0.009211	1		0
CMP00956	1	133	1	1	1	1	0	TypeIIA3_proteo	0	0	0	0.978578	Q1	1.472365	1.48907	1.381031	1.443435	1.461434	-0.045635	0.062404	-0.017999	-0.027636	0.044014	1		0	0.038122	1		0
CMP00957	1	272	1	1	1	1	1	TypeIIIA3	0	1	0	0.993188	Q4	1.417669	1.392805	1.380635	1.384215	1.394109	-0.00859	0.00358	-0.009894	0.001304	-0.000688	1	-0.001928	1	0.004798	1		0
CMP00958	1	150	1	1	1	1	2	TypeXIII_Mx65	0	1	1	0.95785	Q1	1.421874	1.370099	1.420617	1.368893	1.394765	-0.001206	-0.051724	-0.025872	0.024666	0.018768	1		0	0.017843	1		0
CMP00959	1	254	1	1	1	1	3	TypeIIIA3	0	1	0	0.994612	Q4	1.392156	1.383405	1.352277	1.367032	1.3619	-0.016373	0.014755	0.005132	-0.021505	0.000296	1	-0.000624	1	0.002119	1		0
CMP00960	1	147	1	1	1	1	4	TypeIIIA1	0	0	0	0.970081	Q1	1.370772	1.344934	1.463501	1.415053	1.441475	0.070119	-0.048448	-0.026422	0.096541	-0.050687	1		0	-0.028928	1		0
CMP00961	1	130	1	1	1	1	0	OutgroupA	0	0	0	0.977274	Q1	1.34267	1.315172	1.320275	1.333779	1.272943	0.018607	0.013504	0.060836	-0.042229	-0.01352	1		0	-0.021597	1		0
CMP00962	1	135	1	1	1	1	1	TypeIIIA1	0	0	0	0.989911	Q3	1.469627	1.419523	1.411164	1.416605	1.421136	-0.002918	0.005441	-0.004531	0.001613	0.056444	1	0.045604	1	0.024833	1		0
CMP00963	1	126	1	1	1	1	2	TypeIC1_IC2	0	1	0	0.992276	Q4	1.427339	1.548291	1.451816	1.319773	1.408176	-0.228518	-0.132043	-0.088403	-0.140115	0.027294	1	0.049376	1	-0.017078	1		0
CMP00964	1	139	1	1	1	1	3	TypeIB1	0	1	1	0.992659	Q4	1.409953	1.430835	1.383115	1.393241	1.355279	-0.037594	0.010126	0.037962	-0.075556	0.009671	1	0.010843	1	0.002453	1		0
CMP00965	1	126	1	1	1	1	4	OutgroupA	0	0	0	0.982115	Q1	1.353841	1.300789	1.234807	1.254845	1.247061	-0.045944	0.020038	0.007784	-0.053728	0.162711	1	0.148381	1	0.085599	1		0
CMP00966	1	214	1	1	1	1	0	TypeXIIIA_firmi	0	0	0	0.988809	Q3	1.381184	1.47639	1.395304	1.370581	1.39765	-0.105809	-0.024723	-0.027069	-0.07874	0.028997	1		0	0.015096	1		0
CMP00967	1	271	1	1	1	1	1	TypeIIIA3	0	1	1	0.994021	Q4	1.424883	1.406543	1.398688	1.394671	1.412299	-0.011872	-0.004017	-0.017628	0.005756	0.013064	1	0.013803	1	0.005995	1		0
CMP00968	1	137	1	1	1	1	2	OutgroupB	0	1	0	0.986528	Q2	1.422601	1.407448	1.233895	1.243219	1.362786	-0.164229	0.009324	-0.119567	-0.044662		0		0	0.101364	1		0
CMP00969	1	200	1	1	1	1	3	Ec107_like	0	1	0	0.983461	Q2	1.41897	1.412823	1.418581	1.370254	1.63833	-0.042569	-0.048327	-0.268076	0.225507	0.043579	1	0.022434	1	0.029516	1		0
CMP00970	1	200	1	1	1	1	4	TypeXIIIA_firmi	0	0	1	0.971586	Q1	1.398027	1.393708	1.370619	1.407126	1.403726	0.013418	0.036507	0.0034	0.010018	0.005786	1	0.029395	1	0.011572	1		0
CMP00971	1	106	1	1	1	1	0	TypeIIIA3	0	0	0	0.965716	Q1	1.359296	1.426325	1.402602	1.400912	1.400143	-0.025413	-0.00169	0.000769	-0.026182	0.022638	1	0.013132	1	0.027408	1		0
CMP00972	1	153	1	1	1	1	1	TypeIA_IIAI	0	0	0	0.990315	Q3	1.377913	1.415937	1.403739	1.382019	1.424522	-0.033918	-0.02172	-0.042503	0.008585	0.001518	1	-0.00112	1	-0.004508	1		0
CMP00973	1	251	1	1	1	1	2	TypeIIIA3	0	1	1	0.99314	Q4	1.423514	1.384727	1.369755	1.385858	1.397212	0.001131	0.016103	-0.011354	0.012485	-0.000603	1	-0.00401	1	-0.006073	1		0
CMP00974	1	144	1	1	1	1	3	TypeIIIA1	0	0	0	0.978416	Q1	1.388972	1.346539	1.346579	1.333745	1.366843	-0.012794	-0.012834	-0.033098	0.020304	0.029327	1	0.026205	1	0.011616	1		0
CMP00975	1	163	1	1	1	1	4	TypeIB2_firmi	0	0	0	0.993827	Q4	1.345915	1.273816	1.310056	1.320947	1.312786	0.047131	0.010891	0.008161	0.03897		0		0	0.003853	1		0
CMP00976	1	150	1	1	1	1	0	TypeIIIA2	0	0	1	0.975377	Q1	1.369795	1.367599	1.405807	1.396509	1.386292	0.02891	-0.009298	0.010217	0.018693	-0.08315	1		0	-0.081281	1		0
CMP00977	1	124	1	1	1	1	1	TypeXIII_Mx65	0	0	0	0.987874	Q3	1.410645	1.379953	1.366613	1.384855	1.383336	0.004902	0.018242	0.001519	0.003383	-0.005036	1		0	-0.00342	1		0
CMP00978	1	152	1	1	1	1	2	TypeIA_IIAI	0	0	0	0.990265	Q3	1.421311	1.362638	1.376965	1.34186	1.3749	-0.020778	-0.035105	-0.03304	0.012262	0.036151	1	0.023239	1	0.003386	1		0
CMP00979	1	166	1	1	1	1	3	TypeIA_IIAI	0	0	1	0.989775	Q3	1.424849	1.390723	1.411122	1.417388	1.395648	0.026665	0.006266	0.02174	0.004925	-0.009041	1	-0.021117	1	-0.00106	1		0
CMP00980	1	137	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.991	Q3	1.38591	1.375668	1.325442	1.336951	1.307824	-0.038717	0.011509	0.029127	-0.067844	0.001974	1	0.005009	1	0.007449	1		0
CMP00981	1	152	1	1	1	1	0	TypeIA_IIAI	0	0	0	0.990779	Q3	1.372234	1.377651	1.288716	1.321272	1.270007	-0.056379	0.032556	0.051265	-0.107644	0.011973	1	0.000359	1	-0.004079	1		0
CMP00982	1	131	1	1	1	1	1	TypeIIIA1	0	0	1	0.973075	Q1	1.431228	1.423432	1.415338	1.408156	1.419646	-0.015276	-0.007182	-0.01149	-0.003786	-0.003767	1		0	0.001236	1		0
CMP00983	1	176	1	1	1	1	2	TypeIB2	0	1	0	0.994311	Q4	1.42239	1.337639	1.378383	1.379971	1.403233	0.042332	0.001588	-0.023262	0.065594	0.013245	1	-0.005329	1	0.008188	1		0
CMP00984	1	150	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.986129	Q2	1.29095	1.134936	1.173259	1.003994	1.120129	-0.130942	-0.169265	-0.116135	-0.014807	0.176628	1	0.219608	1	0.186158	1		0
CMP00985	1	103	1	1	1	1	4	TypeIA_IIAI	0	0	1	0.992092	Q4	1.380643	1.293029	1.354961	1.352318	1.504347	0.059289	-0.002643	-0.152029	0.211318	0.100569	1		0	0.053819	1		0
CMP00986	1	96	1	1	1	1	0	TypeIV	0	0	0	0.990085	Q3	1.477626	1.37876	1.427323	1.413493	1.505281	0.034733	-0.01383	-0.091788	0.126521		0		0	0.030882	1		0
CMP00987	1	128	1	1	1	1	1	TypeIC1_IC2	1	1	0	0.996327	Q4	1.322415	1.32083	1.236188	1.218162	1.434067	-0.102668	-0.018026	-0.215905	0.113237	0.047151	1	0.030664	1	-0.015181	1		0
CMP00988	1	160	1	1	1	1	2	TypeIB2	0	1	1	0.992727	Q4	1.445335	1.362291	1.356981	1.375712	1.384667	0.013421	0.018731	-0.008955	0.022376	0.017552	1	-0.003809	1	0.004282	1		0
CMP00989	1	145	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.989419	Q3	1.438994	1.432082	1.407388	1.418242	1.399602	-0.01384	0.010854	0.01864	-0.03248	-0.011502	1	-0.017489	1	-0.008342	1		0
CMP00990	1	99	1	1	1	1	4	TypeIC1_IC2	0	0	0	0.985678	Q2	1.446468	1.411307	1.413202	1.420936	1.499665	0.009629	0.007734	-0.078729	0.088358	0.01644	1	-0.002001	1	0.005725	1		0
CMP00991	1	137	1	1	1	1	0	TypeIC1_IC2	0	1	1	0.990665	Q3	1.477725	1.352752	1.41616	1.411224	1.403977	0.058472	-0.004936	0.007247	0.051225	0.048038	1	-0.000272	1	-0.009363	1		0
CMP00992	1	207	1	1	1	1	1	TypeIB2	0	1	0	0.986548	Q2	1.430355	1.407706	1.367122	1.364106	1.438479	-0.0436	-0.003016	-0.074373	0.030773	-0.00382	1		0	0.009514	1		0
CMP00993	1	132	1	1	1	1	2	OutgroupA	0	1	0	0.991568	Q4	1.422925	1.234188	1.147675	1.172859	1.20509	-0.061329	0.025184	-0.032231	-0.029098	0.020832	1	0.013489	1	0.000215	1		0
CMP00994	1	79	1	1	1	1	3	TypeIIIA2	0	0	1	0.973102	Q1	1.388957	1.337222	1.400768	1.422172	1.351082	0.08495	0.021404	0.07109	0.01386	0.055155	1	0.046178	1	-0.005177	1		0
CMP00995	1	130	1	1	1	1	4	TypeIB2_firmi	0	0	0	0.988551	Q3	1.344262	1.308079	1.328876	1.309152	1.290426	0.001073	-0.019724	0.018726	-0.017653		0		0	-0.0066	1		0
CMP00996	1	176	1	1	1	1	0	TypeIIA3_firmi	0	0	0	0.992038	Q4	1.417333	1.391769	1.441573	1.45543	1.369209	0.063661	0.013857	0.086221	-0.02256		0		0	-0.017502	1		0
CMP00997	1	246	1	1	1	1	1	TypeIIIA3	0	1	1	0.994244	Q4	1.381308	1.378906	1.372033	1.37757	1.392318	-0.001336	0.005537	-0.014748	0.013412	0.002057	1	0.007748	1	-0.001365	1		0
CMP00998	1	131	1	1	1	1	2	OutgroupA	1	1	0	0.991893	Q4	1.405074	1.159174	1.165541	1.185981	1.182598	0.026807	0.02044	0.003383	0.023424	0.010077	1	0.0179	1	0.018652	1		0
CMP00999	1	139	1	1	1	1	3	TypeIA_IIAI	0	0	0	0.986733	Q2	1.441512	1.387384	1.385918	1.368357	1.360686	-0.019027	-0.017561	0.007671	-0.026698	0.016861	1	-0.000901	1	0.003851	1		0
CMP01000	1	128	1	1	1	1	4	OutgroupA	0	1	1	0.981804	Q1	1.350672	1.143736	1.18732	1.120584	1.009627	-0.023152	-0.066736	0.110957	-0.134109	0.022058	1		0	0.043622	1		0
CMP01001	1	264	1	1	1	1	0	TypeIIIA3	0	0	0	0.983126	Q2	1.405094	1.396842	1.402755	1.380657	1.400289	-0.016185	-0.022098	-0.019632	0.003447	-0.00163	1		0	-0.010718	1		0
CMP01002	1	131	1	1	1	1	1	OutgroupA	0	1	0	0.951889	Q1	1.337647	1.336184	1.332118	1.32295	1.360755	-0.013234	-0.009168	-0.037805	0.024571	0.003184	1	0.003928	1	0.011074	1		0
CMP01003	1	141	1	1	1	1	2	OutgroupA	0	0	1	0.990849	Q3	1.437	1.390143	1.370225	1.338916	1.392267	-0.051227	-0.031309	-0.053351	0.002124	0.065484	1	0.079824	1	0.056738	1		0
CMP01004	1	131	1	1	1	1	3	OutgroupA	0	0	0	0.97425	Q1	1.381186	1.383416	1.355354	1.311841	1.301207	-0.071575	-0.043513	0.010634	-0.082209	-0.007828	1	0.009055	1	0.009659	1		0
CMP01005	1	123	1	1	1	1	4	OutgroupA	0	1	0	0.987211	Q2	1.288611	1.185018	1.20914	1.1206	1.098553	-0.064418	-0.08854	0.022047	-0.086465	0.112494	1		0	0.073932	1		0
CMP01006	1	228	1	1	1	1	0	TypeXIIIA_firmi	0	0	1	0.985446	Q2	1.430475	1.450595	1.381282	1.387216	1.364055	-0.063379	0.005934	0.023161	-0.08654	0.032267	1		0	0.025096	1		0
CMP01007	1	184	1	1	1	1	1	TypeXIIIB_Ne144	0	0	0	0.979	Q1	1.415868	1.403595	1.411292	1.376996	1.395274	-0.026599	-0.034296	-0.018278	-0.008321	0.020246	1		0	0.017985	1		0
CMP01008	1	161	1	1	1	1	2	Ec107_like	1	1	0	0.973343	Q1	1.412692	1.4923	1.579826	1.40113	1.451281	-0.09117	-0.178696	-0.050151	-0.041019	-0.011413	1	0.019616	1	-0.009035	1		0
CMP01009	1	158	1	1	1	1	3	TypeIA_IIAI	0	0	1	0.991514	Q4	1.473975	1.411261	1.39194	1.383322	1.384972	-0.027939	-0.008618	-0.00165	-0.026289	-0.010552	1	-0.008754	1	-0.007099	1		0
CMP01010	1	200	1	1	1	1	4	Ec107_like	0	1	0	0.989142	Q3	1.361186	1.348844	1.332038	1.312945	1.346304	-0.035899	-0.019093	-0.033359	-0.00254	0.064222	1	0.055758	1	0.018775	1		0
CMP01011	1	204	1	1	1	1	0	TypeIIA3_firmi	0	1	0	0.995541	Q4	1.386216	1.360127	1.386825	1.390164	1.367669	0.030037	0.003339	0.022495	0.007542		0		0	0.049414	1		0
CMP01012	1	159	1	1	1	1	1	TypeIB2	0	1	1	0.988948	Q3	1.423631	1.418913	1.402358	1.392452	1.415716	-0.026461	-0.009906	-0.023264	-0.003197	0.049088	1	0.049076	1	0.034823	1		0
CMP01013	1	128	1	1	1	1	2	TypeIC1_IC2	0	0	0	0.965384	Q1	1.436181	1.120465	1.077567	1.131779	1.10008	0.011314	0.054212	0.031699	-0.020385	0.040753	1		0	0.016649	1		0
CMP01014	1	212	1	1	1	1	3	Ec107_like	1	1	0	0.972067	Q1	1.383493	1.388804	1.359849	1.378436	1.392874	-0.010368	0.018587	-0.014438	0.00407	-0.001084	1	-0.022019	1	-0.021856	1		0
CMP01015	1	128	1	1	1	1	4	TypeIIIA2	0	0	1	0.899381	Q1	1.385563	1.425805	1.351799	1.400323	1.462995	-0.025482	0.048524	-0.062672	0.03719	0.0407	1	0.025466	1	0.05161	1		0
CMP01016	1	159	1	1	1	1	0	TypeIB2	0	1	0	0.996242	Q4	1.3991	2.043604	1.393582	1.35426	1.423662	-0.689344	-0.039322	-0.069402	-0.619942	0.027792	1	0.029581	1	0.023454	1		0
CMP01017	1	170	1	1	1	1	1	TypeIIIA2	0	0	0	0.993439	Q4	1.414992	1.362222	1.352663	1.381067	1.355613	0.018845	0.028404	0.025454	-0.006609	0.013309	1	0.035396	1	-0.001652	1		0
CMP01018	1	133	1	1	1	1	2	OutgroupA	0	0	1	0.989784	Q3	1.430863	1.466516	1.330593	1.357043	1.406424	-0.109473	0.02645	-0.049381	-0.060092	0.060551	1	0.111045	1	0.022795	1		0
CMP01019	1	133	1	1	1	1	3	OutgroupA	0	1	0	0.98444	Q2	1.393965	1.350085	1.308383	1.30187	1.297012	-0.048215	-0.006513	0.004858	-0.053073	-0.044447	1	-0.035675	1	-0.033108	1		0
CMP01020	1	200	1	1	1	1	4	TypeIIA3_firmi	0	0	0	0.991564	Q4	1.379051	1.331479	1.369804	1.431202	1.390508	0.099723	0.061398	0.040694	0.059029		0		0	-0.010299	1		0
CMP01021	1	153	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.98517	Q2	1.379012	1.468109	1.353129	1.428238	1.432911	-0.039871	0.075109	-0.004673	-0.035198	-0.011204	1	-0.020644	1	-0.030309	1		0
CMP01022	1	217	1	1	1	1	1	TypeXIII_Mx65	0	0	0	0.982844	Q2	1.382955	1.374699	1.348519	1.350952	1.365131	-0.023747	0.002433	-0.014179	-0.009568	0.009484	1	0.009936	1	0.004539	1		0
CMP01023	1	215	1	1	1	1	2	TypeXIIIB_Ne144	0	1	0	0.978748	Q1	1.422686	1.350264	1.390811	1.339038	1.35398	-0.011226	-0.051773	-0.014942	0.003716	0.091811	1	0.105862	1	-0.006336	1		0
CMP01024	1	152	1	1	1	1	3	TypeIA_IIAI	1	1	1	0.989595	Q3	1.414328	1.384089	1.364708	1.370872	1.355837	-0.013217	0.006164	0.015035	-0.028252	0.002925	1	0.002981	1	0.005981	1		0
CMP01025	1	141	1	1	1	1	4	OutgroupA	0	0	0	0.979562	Q1	1.367507	1.38807	1.367439	1.344423	1.337243	-0.043647	-0.023016	0.00718	-0.050827	0.05023	1		0	0.055093	1		0
CMP01026	1	133	1	1	1	1	0	TypeIIIA1	0	0	0	0.993188	Q4	1.385728	1.367873	1.393943	1.385907	1.373225	0.018034	-0.008036	0.012682	0.005352	0.006206	1	0.003614	1	-9.7e-05	1		0
CMP01027	1	144	1	1	1	1	1	TypeIX	0	1	1	0.990818	Q3	1.43061	1.38298	1.377593	1.393533	1.379343	0.010553	0.01594	0.01419	-0.003637	0.018349	1	0.01758	1	-0.000962	1		0
CMP01028	1	263	1	1	1	1	2	TypeIIIA3	1	1	0	0.993818	Q4	1.420124	1.341436	1.370331	1.355215	1.371136	0.013779	-0.015116	-0.015921	0.0297	0.009173	1	0.014195	1	0.004985	1		0
CMP01029	1	168	1	1	1	1	3	TypeIB2	0	1	0	0.995596	Q4	1.382453	1.325535	1.376584	1.322688	1.569471	-0.002847	-0.053896	-0.246783	0.243936	0.015809	1	0.013167	1	0.007063	1		0
CMP01030	1	128	1	1	1	1	4	OutgroupA	0	0	1	0.988971	Q3	1.347913	1.302653	1.292555	1.297717	1.320091	-0.004936	0.005162	-0.022374	0.017438	0.033138	1	0.009653	1	-0.008128	1		0
CMP01031	1	162	1	1	1	1	0	TypeIB2	0	1	0	0.992359	Q4	1.416301	1.616123	1.369737	1.417412	1.359107	-0.198711	0.047675	0.058305	-0.257016	-0.010385	1	-0.014989	1	-0.008784	1		0
CMP01032	1	179	1	1	1	1	1	TypeIB2	0	1	0	0.994956	Q4	1.442368	1.401648	1.412192	1.396563	1.418464	-0.005085	-0.015629	-0.021901	0.016816	-0.004376	1	-0.003741	1	-0.004379	1		0
CMP01033	1	131	1	1	1	1	2	OutgroupA	0	0	1	0.98534	Q2	1.441956	1.460955	1.409229	1.360587	1.470118	-0.100368	-0.048642	-0.109531	0.009163	0.048384	1	0.046403	1	0.075631	1		0
CMP01034	1	133	1	1	1	1	3	TypeIC1_IC2	0	1	0	0.992444	Q4	1.332753	1.317126	1.33436	1.37105	1.344813	0.053924	0.03669	0.026237	0.027687	-0.067156	1	-0.092521	1	-0.112886	1		0
CMP01035	1	166	1	1	1	1	4	TypeIIA3_firmi	0	0	0	0.978347	Q1	1.400934	1.379787	1.427617	1.436469	1.439871	0.056682	0.008852	-0.003402	0.060084		0		0	0.035788	1		0
CMP01036	1	168	1	1	1	1	0	TypeIA_IIAI	0	0	1	0.979471	Q1	1.337339	1.37108	1.292583	1.362885	1.325274	-0.008195	0.070302	0.037611	-0.045806	-0.000787	1	-0.022809	1	-0.000115	1		0
CMP01037	1	136	1	1	1	1	1	TypeIIA3_proteo	0	0	0	0.987224	Q2	1.339024	1.327688	1.355689	1.366077	1.353873	0.038389	0.010388	0.012204	0.026185	0.016997	1	-0.018314	1	-0.018314	1		0
CMP01038	1	137	1	1	1	1	2	TypeIIA3_proteo	0	1	0	0.983642	Q2	1.430679	1.45214	1.383065	1.346454	1.417388	-0.105686	-0.036611	-0.070934	-0.034752	0.07305	1		0	0.020354	1		0
CMP01039	1	127	1	1	1	1	3	OutgroupA	1	1	1	0.966135	Q1	1.367031	1.335395	1.252801	1.217769	1.282142	-0.117626	-0.035032	-0.064373	-0.053253	0.033399	1	0.042622	1	0.053593	1		0
CMP01040	1	154	1	1	1	1	4	TypeIA_IIAI	0	0	0	0.987863	Q3	1.426655	1.440973	1.412075	1.392868	1.360358	-0.048105	-0.019207	0.03251	-0.080615	0.028138	1	0.016875	1	0.009909	1		0
CMP01041	1	130	1	1	1	1	0	OutgroupA	0	0	0	0.954225	Q1	1.323203	1.225279	1.264657	1.259451	1.21012	0.034172	-0.005206	0.049331	-0.015159	0.052763	1		0	0.021646	1		0
