component_id	n_pairs	n_tok	n_distinct_rt	n_distinct_ncrna	n_retron_types	n_rt_homolog_groups	cv_fold	dominant_retron_type	any_T4	any_T3	in_sensitivity_population	mean_nearest_train_rt_cosine	relatedness_stratum	nll_per_nt_U	nll_per_nt_T	nll_per_nt_G	nll_per_nt_R	nll_per_nt_P	delta_R_minus_T	delta_R_minus_G	delta_R_minus_P	delta_P_minus_T	delta_logP_C1	n_pairs_C1	delta_logP_C2	n_pairs_C2	delta_logP_C3	n_pairs_C3	delta_logP_C4	n_pairs_C4
CMP00099	18	2283	18	18	2	1	3	OutgroupA	0	1	0	0.991209	Q4	1.33791	1.316589	1.294523	1.269187	1.311867	-0.047402	-0.025336	-0.04268	-0.004722	0.026756	17	0.024952	17	0.001305	18	0.003822	18
CMP00100	18	2326	18	16	1	3	2	OutgroupA	1	1	0	0.98788	Q4	1.406799	1.23426	1.26738	1.277652	1.283243	0.043392	0.010272	-0.005591	0.048983	0.019849	18	0.017159	16	0.002735	18	0.01268	16
CMP00101	18	2372	18	16	1	3	4	TypeIC1_IC2	1	1	1	0.990943	Q4	1.415257	1.364548	1.391549	1.388113	1.348232	0.023565	-0.003436	0.039881	-0.016316	0.009462	18	0.005653	16	-0.002616	18	0.001103	18
CMP00102	18	3050	18	9	2	5	1	TypeXIIIB_Ne144	1	1	0	0.972278	Q1	1.432884	1.429278	1.422871	1.423952	1.414256	-0.005326	0.001081	0.009696	-0.015022	0.006987	18	0.00554	12	0.002523	18	0.000715	16
CMP00103	17	2640	17	17	1	2	3	TypeIA_IIAI	0	0	0	0.990626	Q4	1.427166	1.432656	1.412473	1.391556	1.398553	-0.0411	-0.020917	-0.006997	-0.034103	0.016582	17	0.014511	17	0.002121	17	0.002794	17
CMP00104	17	2192	17	17	2	3	2	OutgroupA	1	1	0	0.984275	Q3	1.410607	1.25307	1.223652	1.260438	1.210137	0.007368	0.036786	0.050301	-0.042933	-0.00408	16	-0.007571	15	-0.009853	17	0.001124	15
CMP00105	17	3713	13	12	2	1	4	TypeXIIIA_firmi	0	0	0	0.98576	Q2	1.435653	1.413657	1.413531	1.407468	1.403119	-0.006189	-0.006063	0.004349	-0.010538	0.017068	17	0.010921	17	-0.001189	17	-0.002514	17
CMP00106	17	2383	17	13	1	2	1	TypeIIIA1	0	1	0	0.991902	Q4	1.413719	1.38101	1.397965	1.393746	1.396742	0.012736	-0.004219	-0.002996	0.015732	0.004278	17	0.005374	16	0.00142	17	0.000283	16
CMP00107	17	2758	16	12	1	1	3	TypeIIIA2	1	1	1	0.985656	Q2	1.454207	1.412709	1.400027	1.421338	1.429792	0.008629	0.021311	-0.008454	0.017083	-0.008352	17	-0.013426	17	-0.003969	17	-0.002521	17
CMP00108	17	2738	17	16	1	2	2	TypeIA_IIAI	0	0	0	0.989129	Q3	1.410997	1.385825	1.395996	1.388435	1.414034	0.00261	-0.007561	-0.025599	0.028209	0.001395	17	-0.001708	17	-0.00024	17	-0.00457	17
CMP00109	17	2487	16	15	2	1	4	TypeIIA3_proteo	1	1	0	0.987422	Q2	1.38798	1.393493	1.378706	1.368478	1.45348	-0.025015	-0.010228	-0.085002	0.059987	0.01636	15	0.012518	15	0.008523	17	0.019013	17
CMP00110	17	1800	17	7	1	4	1	TypeIB1	0	1	1	0.991549	Q4	1.37722	1.386922	1.395814	1.3619	1.386547	-0.025022	-0.033914	-0.024647	-0.000375	0.004104	17	0.006278	15	0.001034	17	0.000128	14
CMP00111	17	4422	17	17	1	4	3	TypeIIIA3	1	1	0	0.988577	Q4	1.417044	1.387408	1.371861	1.376237	1.366709	-0.011171	0.004376	0.009528	-0.020699	0.005525	17	0.005168	16	-0.001542	17	-0.001251	15
CMP00112	16	2525	16	16	1	2	2	TypeIA_IIAI	0	0	0	0.988212	Q3	1.406525	1.341924	1.385258	1.371607	1.386224	0.029683	-0.013651	-0.014617	0.0443	0.005414	16	0.004236	15	-7.1e-05	16	9.3e-05	15
CMP00113	16	4195	16	9	1	4	4	TypeIIIA3	1	1	0	0.990938	Q4	1.423081	1.377158	1.384062	1.371928	1.388797	-0.00523	-0.012134	-0.016869	0.011639	0.030277	16	0.010214	16	0.004011	16	0.00164	12
CMP00114	16	2226	16	15	1	1	1	TypeIX	1	1	0	0.988583	Q3	1.448418	1.430307	1.430471	1.41933	1.417165	-0.010977	-0.011141	0.002165	-0.013142	0.012625	16	0.007399	11	0.0008	16	0.00902	16
CMP00115	16	2894	15	16	1	1	0	TypeIIIA2	1	1	0	0.991564	Q4	1.42709	1.395241	1.386072	1.41216	1.415533	0.016919	0.026088	-0.003373	0.020292	0.002312	16	3.8e-05	16	0.002544	16	0.001924	16
CMP00116	15	2566	15	14	1	1	2	Ec107_like	0	1	1	0.991493	Q4	1.433223	1.504065	1.574574	1.468452	1.415097	-0.035613	-0.106122	0.053355	-0.088968	-0.041509	15	-0.04312	15	0.006236	15	-0.005989	15
CMP00117	15	2050	14	14	2	1	3	OutgroupA	1	1	0	0.990551	Q4	1.370168	1.338406	1.327482	1.299984	1.339737	-0.038422	-0.027498	-0.039753	0.001331	0.024004	10	0.019359	10	0.004299	15	0.007592	15
CMP00118	15	2599	15	13	2	1	4	TypeIA_IIAI	0	0	1	0.987291	Q3	1.405804	1.404583	1.304524	1.314071	1.30039	-0.090512	0.009547	0.013681	-0.104193	0.030228	15	0.034216	14	0.000762	15	0.001011	15
CMP00119	15	1863	15	9	1	2	1	OutgroupA	1	1	0	0.990671	Q4	1.459223	1.436789	1.440022	1.415811	1.429454	-0.020978	-0.024211	-0.013643	-0.007335	0.087025	15	0.091337	15	0.001751	15	0.000704	14
CMP00120	15	1903	15	13	1	2	0	OutgroupA	1	1	0	0.986562	Q2	1.438253	1.407641	1.416135	1.381814	1.39961	-0.025827	-0.034321	-0.017796	-0.008031	0.056921	15	0.054832	14	-0.001729	15	0.001071	14
CMP00121	14	1771	14	13	1	1	2	OutgroupA	1	1	0	0.990398	Q3	1.411643	1.300595	1.267203	1.347584	1.309251	0.046989	0.080381	0.038333	0.008656	-0.005805	14	-0.007512	14	0.002377	14	-0.001106	14
CMP00122	14	2072	14	14	1	2	3	TypeIB1	0	0	0	0.98793	Q2	1.415158	1.404859	1.40674	1.410368	1.373085	0.005509	0.003628	0.037283	-0.031774	0.010862	14	0.011872	13	-0.001627	14	-0.001596	13
CMP00123	14	1838	14	13	1	2	4	OutgroupA	1	1	0	0.99133	Q4	1.358213	1.26296	1.202145	1.234128	1.135305	-0.028832	0.031983	0.098823	-0.127655	0.003128	14	0.013011	13	-0.019133	14	0.007422	13
CMP00124	14	2124	13	4	1	5	1	TypeIB1	1	1	0	0.984676	Q2	1.378239	1.394527	1.401033	1.415058	1.396653	0.020531	0.014025	0.018405	0.002126	-0.028738	14	-0.024926	13	-0.017249	14	-5e-06	8
CMP00125	14	1819	14	14	1	1	0	OutgroupA	0	1	0	0.990221	Q4	1.41622	1.355034	1.361626	1.370381	1.321453	0.015347	0.008755	0.048928	-0.033581	0.011659	14	0.012795	14	0.00077	14	0.002271	14
CMP00126	14	2185	13	14	1	2	2	TypeIA_IIAI	0	0	0	0.986958	Q3	1.419195	1.368881	1.38724	1.394757	1.388231	0.025876	0.007517	0.006526	0.01935	0.004202	14	0.005926	14	-0.001908	14	-0.000239	14
CMP00127	13	3259	10	6	1	2	3	TypeIIIA3	1	1	1	0.987326	Q2	1.437382	1.415522	1.405736	1.396129	1.396894	-0.019393	-0.009607	-0.000765	-0.018628	0.03842	13	0.035178	12	0.005774	13	0.001086	12
CMP00128	13	2269	13	8	1	5	4	TypeIIIA2	1	1	0	0.986076	Q2	1.371311	1.359285	1.345419	1.359213	1.35368	-7.2e-05	0.013794	0.005533	-0.005605	0.004896	13	0.015295	9	-0.007903	13	-0.001729	9
CMP00129	13	1681	13	12	1	1	1	OutgroupA	1	1	0	0.986075	Q4	1.410559	1.39308	1.382277	1.381319	1.391433	-0.011761	-0.000958	-0.010114	-0.001647	0.009955	13	0.007357	13	-0.001138	13	0.004645	13
CMP00130	13	1749	13	4	1	2	0	TypeIC1_IC2	1	1	1	0.989503	Q4	1.405494	1.303903	1.340593	1.340301	1.34872	0.036398	-0.000292	-0.008419	0.044817	0.00625	13	0.012684	12	-0.005773	13	-0.001765	12
CMP00131	13	3014	13	12	1	1	3	TypeIIIA2	0	1	0	0.989591	Q3	1.430607	1.412228	1.397323	1.397074	1.396737	-0.015154	-0.000249	0.000337	-0.015491	0.012259	13	0.008494	13	-0.002475	13	-0.002878	13
CMP00132	13	3579	13	11	1	4	4	TypeIIIA3	1	1	0	0.99255	Q4	1.406489	1.37963	1.383529	1.390695	1.358707	0.011065	0.007166	0.031988	-0.020923	0.01601	13	-0.002058	13	-0.000351	13	0.000596	10
CMP00133	12	2897	12	12	1	1	1	TypeXIIIB_Ne144	1	1	1	0.989313	Q3	1.415881	1.400112	1.382928	1.396332	1.398472	-0.00378	0.013404	-0.00214	-0.00164	0.013918	12	0.014188	12	0.003753	12	0.004931	12
CMP00134	12	2632	12	12	3	1	2	TypeXIII_Mx65	0	0	0	0.987374	Q2	1.405732	1.38553	1.372372	1.375549	1.364979	-0.009981	0.003177	0.01057	-0.020551	0.017648	7	0.019708	7	0.016933	12	0.011758	12
CMP00135	12	1691	12	12	1	2	0	TypeIC1_IC2	1	1	0	0.991562	Q4	1.410809	1.307082	1.382205	1.367386	1.33687	0.060304	-0.014819	0.030516	0.029788	0.015124	12	0.007377	12	-0.00128	12	0.003265	12
CMP00136	12	1963	12	11	1	1	1	Ec107_like	1	1	1	0.987107	Q3	1.358724	1.368243	1.364094	1.33023	1.384127	-0.038013	-0.033864	-0.053897	0.015884	0.075461	12	0.063604	12	0.001067	12	0.000549	12
CMP00137	12	2079	12	12	1	1	2	TypeIA_IIAI	0	0	0	0.988623	Q3	1.420863	1.369719	1.386632	1.366183	1.394959	-0.003536	-0.020449	-0.028776	0.02524	0.007406	12	0.010287	12	-0.002805	12	0.000362	12
CMP00138	12	2590	11	12	1	1	3	TypeXIIIB_Ne144	1	1	0	0.986185	Q3	1.445981	1.436348	1.40768	1.414989	1.415822	-0.021359	0.007309	-0.000833	-0.020526	0.020398	12	0.015261	11	0.000104	12	0.011922	12
CMP00139	11	1414	11	9	1	1	4	TypeIC1_IC2	0	1	1	0.994048	Q4	1.452185	1.399877	1.41996	1.398893	1.335634	-0.000984	-0.021067	0.063259	-0.064243	0.017561	11	0.008536	11	0.000577	11	0.000471	11
CMP00140	11	1909	11	9	1	3	0	TypeXIIIB_Ne144	0	0	0	0.976391	Q1	1.413727	1.419214	1.403434	1.398078	1.462906	-0.021136	-0.005356	-0.064828	0.043692	0.011763	11	0.023262	9	0.003062	11	0.00391	9
CMP00141	11	1563	10	11	1	1	4	TypeIIIA1	0	0	0	0.988153	Q3	1.422174	1.430609	1.445113	1.450853	1.515667	0.020244	0.00574	-0.064814	0.085058	-0.006561	11	0.001476	11	-0.000949	11	0.002968	11
CMP00142	11	1425	11	11	1	2	1	OutgroupA	0	1	1	0.984856	Q2	1.415515	1.367325	1.351559	1.359565	1.372364	-0.00776	0.008006	-0.012799	0.005039	0.007777	11	0.007394	11	0.001958	11	0.002196	10
CMP00143	11	1991	11	11	1	4	2	TypeIA_IIAI	0	0	0	0.989636	Q4	1.420154	1.362797	1.383634	1.374605	1.399743	0.011808	-0.009029	-0.025138	0.036946	0.010136	11	0.006192	10	0.001256	11	0.000116	10
CMP00144	11	2887	11	10	1	2	3	TypeIIIA3	1	1	0	0.991871	Q4	1.44685	1.407249	1.392989	1.39279	1.388354	-0.014459	-0.000199	0.004436	-0.018895	0.002316	11	0.001389	10	-0.001295	11	0.001351	10
CMP00145	10	1257	10	8	1	2	0	OutgroupA	1	1	1	0.978465	Q1	1.387335	1.350245	1.426686	1.411222	1.335247	0.060977	-0.015464	0.075975	-0.014998	-0.037494	10	-0.030199	9	-0.003819	10	0.00138	9
CMP00146	10	1337	10	10	1	2	4	TypeIC1_IC2	0	1	0	0.993961	Q4	1.437092	1.335578	1.368724	1.3768	1.33256	0.041222	0.008076	0.04424	-0.003018	0.020234	10	0.012061	7	0.000785	10	-0.001231	10
CMP00147	10	1663	10	7	1	1	1	TypeIA_IIAI	0	0	0	0.988447	Q3	1.416881	1.345581	1.338632	1.352337	1.315191	0.006756	0.013705	0.037146	-0.03039	-0.009163	10	-0.015672	10	-0.003746	10	-0.000943	10
CMP00148	10	1279	10	10	1	2	2	OutgroupA	0	1	1	0.987878	Q4	1.411846	1.309186	1.235019	1.283005	1.247599	-0.026181	0.047986	0.035406	-0.061587	0.056801	10	0.052365	8	0.010396	10	-0.002029	10
CMP00149	10	1639	9	7	1	2	3	TypeIB2_firmi	0	1	0	0.992403	Q4	1.369063	1.391622	1.394321	1.386344	1.34616	-0.005278	-0.007977	0.040184	-0.045462	-0.00304	10	-0.002084	10	-0.00403	10	0.000392	9
CMP00150	10	1133	10	10	1	2	0	TypeIB1	1	1	0	0.991547	Q4	1.410288	1.353571	1.373325	1.349696	1.395051	-0.003875	-0.023629	-0.045355	0.04148	0.007723	10	0.013389	9	-0.001735	10	0.000909	9
CMP00151	10	2191	10	10	2	1	4	TypeXIIIB_Ne144	0	0	1	0.985428	Q3	1.421381	1.416929	1.417351	1.395679	1.391136	-0.02125	-0.021672	0.004543	-0.025793	0.032096	10	0.015695	10	0.001338	10	0.008337	10
CMP00152	10	1236	10	9	1	2	1	OutgroupA	1	1	0	0.989466	Q3	1.421798	1.40825	1.405376	1.399387	1.386265	-0.008863	-0.005989	0.013122	-0.021985	0.017217	10	0.015782	10	0.001593	10	0.006338	9
CMP00153	9	1240	9	7	1	4	2	TypeIC1_IC2	0	0	0	0.99029	Q4	1.429611	1.432194	1.286016	1.280536	1.301708	-0.151658	-0.00548	-0.021172	-0.130486	0.036229	9	0.023177	5	0.006541	9	0.000512	6
CMP00154	9	1198	9	7	1	2	3	TypeIC1_IC2	1	1	0	0.994395	Q4	1.350371	1.273139	1.274731	1.175471	1.224378	-0.097668	-0.09926	-0.048907	-0.048761	0.03568	9	0.029723	8	0.011862	9	0.009123	8
CMP00155	9	1830	9	7	1	3	0	TypeIB2	1	1	1	0.992496	Q4	1.385513	1.563147	1.375668	1.349464	1.556999	-0.213683	-0.026204	-0.207535	-0.006148	0.001915	9	-0.004283	7	0.000378	9	0.000232	7
CMP00156	9	1781	9	9	1	1	2	TypeV	1	1	0	0.992956	Q4	1.446774	1.409093	1.405122	1.415989	1.419745	0.006896	0.010867	-0.003756	0.010652	0.000671	9	-0.002874	9	0.000139	9	0.001759	9
CMP00157	9	1153	9	5	1	2	3	OutgroupA	1	1	0	0.985524	Q2	1.372514	1.357189	1.28516	1.283874	1.330779	-0.073315	-0.001286	-0.046905	-0.02641	0.000332	9	0.009481	8	0.004935	9	0.011302	8
CMP00158	9	1458	9	9	1	1	4	TypeXIII_Mx65	1	1	1	0.981836	Q1	1.410769	1.368013	1.38156	1.38881	1.381458	0.020797	0.00725	0.007352	0.013445	-0.019177	9	-0.009329	9	-0.006686	9	-0.00223	9
CMP00159	9	1313	9	6	1	1	0	TypeIC1_IC2	1	1	0	0.991449	Q4	1.350373	1.345685	1.343103	1.359849	1.323153	0.014164	0.016746	0.036696	-0.022532	0.00238	9	0.002938	9	0.001385	9	0.001561	9
CMP00160	9	1556	9	8	1	1	1	TypeXIII_Mx65	0	0	0	0.991575	Q4	1.389169	1.375495	1.373478	1.367876	1.37318	-0.007619	-0.005602	-0.005304	-0.002315	1.9e-05	9	-0.001136	9	0.001035	9	0.0017	9
CMP00161	9	1613	8	6	1	1	2	TypeV	1	1	1	0.991404	Q4	1.453708	1.410434	1.399449	1.406288	1.429781	-0.004146	0.006839	-0.023493	0.019347	0.005947	9	0.00238	9	0.000919	9	0.000179	9
CMP00162	9	1332	9	7	1	1	3	TypeIIIA1	0	1	0	0.990271	Q4	1.441672	1.391681	1.374637	1.373282	1.397627	-0.018399	-0.001355	-0.024345	0.005946	-0.004164	9	0.001901	8	-0.006708	9	-0.002016	9
CMP00163	9	1143	9	8	1	1	4	OutgroupA	1	1	0	0.987932	Q2	1.398468	1.497437	1.247611	1.263009	1.420514	-0.234428	0.015398	-0.157505	-0.076923	0.065271	9	0.058685	9	0.009772	9	0.011129	9
CMP00164	9	2352	9	5	1	5	0	TypeIIIA3	1	1	1	0.990332	Q4	1.412039	1.372548	1.38563	1.381667	1.364118	0.009119	-0.003963	0.017549	-0.00843	0.006997	9	0.002581	8	0.002563	9	0.000286	5
CMP00165	8	1044	7	3	1	4	1	TypeIA_IIAI	1	1	0	0.985182	Q3	1.394748	1.386731	1.373082	1.344395	1.391379	-0.042336	-0.028687	-0.046984	0.004648	0.054248	8	0.06243	5	0.003325	8	0.000992	5
CMP00166	8	1030	8	7	1	2	1	OutgroupA	1	1	0	0.985078	Q3	1.395422	1.370391	1.363359	1.34788	1.363401	-0.022511	-0.015479	-0.015521	-0.00699	0.000656	8	0.001062	8	-0.001061	8	0.000935	7
CMP00167	8	1010	8	8	1	2	2	OutgroupA	0	1	0	0.98874	Q3	1.417269	1.256163	1.232082	1.267435	1.246803	0.011272	0.035353	0.020632	-0.00936	0.003706	8	-0.001793	8	-0.004572	8	-0.004596	7
CMP00168	8	1649	7	5	1	2	3	TypeIB2	1	1	1	0.993745	Q4	1.385451	1.404398	1.386892	1.398372	1.496633	-0.006026	0.01148	-0.098261	0.092235	0.049581	8	0.04603	8	0.011135	8	0.000692	7
CMP00169	8	1217	8	7	1	1	4	TypeIA_IIAI	0	0	0	0.990429	Q3	1.40075	1.364347	1.335956	1.286474	1.302151	-0.077873	-0.049482	-0.015677	-0.062196	0.004568	8	0.006893	8	-0.002762	8	0.005807	8
CMP00170	8	1256	8	6	1	1	0	TypeIB2_firmi	1	1	0	0.992673	Q4	1.415	1.369963	1.395846	1.368245	1.36378	-0.001718	-0.027601	0.004465	-0.006183	0.003719	8	0.002667	8	0.00028	8	0.004719	8
CMP00171	8	1207	8	8	1	2	1	TypeIIIA1	1	1	1	0.993272	Q4	1.401179	1.363663	1.356679	1.364696	1.376293	0.001033	0.008017	-0.011597	0.01263	0.002644	8	0.004857	7	-0.000748	8	0.00018	7
CMP00172	8	1018	8	6	1	1	2	OutgroupA	1	1	0	0.985376	Q2	1.431686	1.422711	1.35464	1.319363	1.413414	-0.103348	-0.035277	-0.094051	-0.009297	0.06404	8	0.060275	8	0.014461	8	0.005391	8
CMP00173	8	1020	8	7	1	1	3	OutgroupA	0	1	0	0.991629	Q4	1.407042	1.406086	1.328995	1.3165	1.326487	-0.089586	-0.012495	-0.009987	-0.079599	0.019951	8	0.022934	8	0.011705	8	0.013104	8
CMP00174	8	1259	8	4	1	3	4	TypeIB2	1	1	1	0.992542	Q4	1.417496	1.431524	1.379106	1.347425	1.517903	-0.084099	-0.031681	-0.170478	0.086379	0.040915	8	0.036492	7	0.01268	8	0.002689	6
CMP00175	8	1279	8	8	1	1	0	TypeIA_IIAI	0	0	0	0.989697	Q4	1.370819	1.357903	1.28461	1.306936	1.29376	-0.050967	0.022326	0.013176	-0.064143	0.005086	8	0.005739	8	0.003099	8	0.001015	8
CMP00176	8	1219	8	7	1	3	1	TypeIA_IIAI	1	1	0	0.99041	Q3	1.393698	1.428511	1.383324	1.387116	1.402118	-0.041395	0.003792	-0.015002	-0.026393	0.071972	8		0	0.004414	8	-0.001465	7
CMP00177	8	1928	8	7	1	2	2	TypeIIIA3	1	1	1	0.990882	Q4	1.417899	1.348759	1.377977	1.37909	1.378962	0.030331	0.001113	0.000128	0.030203	0.008289	8	0.006784	8	0.000333	8	0.000192	7
CMP00178	8	1195	8	8	1	4	3	TypeIA_IIAI	0	0	0	0.987204	Q3	1.454993	1.418091	1.398938	1.388881	1.392577	-0.02921	-0.010057	-0.003696	-0.025514	0.012148	8	0.009689	8	-0.000836	8	0.000202	6
CMP00179	7	871	7	4	1	2	4	TypeIC1_IC2	1	1	0	0.99295	Q4	1.407742	1.359116	1.368586	1.379271	1.307398	0.020155	0.010685	0.071873	-0.051718	0.03469	7	0.03094	6	-0.000666	7	0.00081	7
CMP00180	7	941	7	5	1	3	0	TypeIC1_IC2	0	1	1	0.992499	Q4	1.465224	1.352439	1.393712	1.405426	1.376102	0.052987	0.011714	0.029324	0.023663	0.021993	7	0.024289	7	-0.002766	7	-0.005973	5
CMP00181	7	943	7	6	1	2	4	TypeIC1_IC2	0	1	0	0.990832	Q4	1.392251	1.374326	1.376586	1.367407	1.344793	-0.006919	-0.009179	0.022614	-0.029533	-0.002076	7	-0.003615	7	-0.005363	7	-0.000356	5
CMP00182	7	1373	7	4	1	3	0	TypeIB2	1	1	1	0.993784	Q4	1.394545	1.65035	1.383258	1.375593	2.335922	-0.274757	-0.007665	-0.960329	0.685572	-0.000713	7	0.003636	5	-0.002456	7	0.003212	5
CMP00183	7	1549	7	7	1	1	1	TypeXIIIA_firmi	0	0	0	0.985649	Q1	1.406009	1.413573	1.423027	1.391829	1.397254	-0.021744	-0.031198	-0.005425	-0.016319	0.039039	7		0	0.02685	7	0.026812	7
CMP00184	7	1193	6	6	1	1	2	TypeIA_IIAI	0	0	0	0.989992	Q3	1.407643	1.364505	1.347123	1.325131	1.335099	-0.039374	-0.021992	-0.009968	-0.029406	0.062002	7	0.058912	7	0.002845	7	-0.000711	7
CMP00185	7	981	7	6	1	3	3	Ec107_like	1	1	1	0.987775	Q2	1.434907	1.374093	1.386386	1.350255	1.46695	-0.023838	-0.036131	-0.116695	0.092857	0.025212	7		0	-0.007309	7	0.000882	5
CMP00186	7	881	7	7	1	1	4	OutgroupA	0	1	0	0.99042	Q4	1.318271	1.233799	1.204464	1.164911	1.140337	-0.068888	-0.039553	0.024574	-0.093462	0.031128	7	0.01871	7	0.00385	7	0.005089	7
CMP00187	7	859	7	5	1	1	0	OutgroupA	0	0	0	0.988548	Q2	1.459662	1.379178	1.371061	1.380442	1.400469	0.001264	0.009381	-0.020027	0.021291	0.010121	7	0.006169	7	-0.002521	7	-0.001636	7
CMP00188	7	891	7	6	1	2	1	OutgroupA	0	1	1	0.987699	Q3	1.431585	1.394523	1.397449	1.39522	1.396032	0.000697	-0.002229	-0.000812	0.001509	0.013253	7	0.014652	7	0.001408	7	0.005835	6
CMP00189	7	945	7	5	1	1	2	TypeIC1_IC2	0	1	0	0.992621	Q4	1.428833	1.341971	1.245763	1.263804	1.327438	-0.078167	0.018041	-0.063634	-0.014533	0.038316	7	0.044265	7	0.001557	7	-0.000209	7
CMP00190	7	876	7	7	1	1	3	TypeIA_IIAI	0	0	0	0.988787	Q2	1.448608	1.421039	1.397094	1.387668	1.404441	-0.033371	-0.009426	-0.016773	-0.016598	0.011744	7	0.005372	7	0.000714	7	0.001961	7
CMP00191	7	1157	7	5	1	2	4	TypeIB2	1	1	0	0.995408	Q4	1.416642	1.9484	1.382998	1.360664	1.562564	-0.587736	-0.022334	-0.2019	-0.385836	0.007913	7	-0.008223	7	-0.00875	7	-0.006907	6
CMP00192	7	977	7	7	2	1	0	TypeIIA3_proteo	0	1	0	0.98634	Q3	1.447908	1.44863	1.409382	1.428294	1.432669	-0.020336	0.018912	-0.004375	-0.015961	0.00162	6	0.007781	3	0.002306	7	0.006903	7
CMP00193	7	907	7	6	1	1	1	OutgroupA	1	1	0	0.980823	Q2	1.409286	1.39658	1.39016	1.412537	1.398801	0.015957	0.022377	0.013736	0.002221	0.005819	7	0.006852	7	-0.006144	7	-0.003387	7
CMP00194	7	967	7	3	1	1	2	TypeIA_IIAI	0	0	1	0.988988	Q3	1.427451	1.395003	1.381525	1.367901	1.415565	-0.027102	-0.013624	-0.047664	0.020562	0.0068	7	0.001502	7	0.001391	7	-0.00089	7
CMP00195	7	937	7	4	1	3	3	OutgroupA	1	1	0	0.987402	Q4	1.333504	1.301777	1.237205	1.22549	1.253519	-0.076287	-0.011715	-0.028029	-0.048258	0.033558	7	0.028159	5	0.007046	7	0.00136	5
CMP00196	7	1045	7	5	1	1	4	TypeIB1	0	0	0	0.993899	Q4	1.424032	1.260889	1.311789	1.296651	1.193428	0.035762	-0.015138	0.103223	-0.067461	0.059485	7	0.060084	7	0.029412	7	0.006124	7
CMP00197	7	964	7	7	1	1	0	TypeIX	1	1	0	0.986412	Q3	1.42436	1.35578	1.379267	1.403164	1.372852	0.047384	0.023897	0.030312	0.017072	0.008666	7		0	0.010843	7	0.003774	7
CMP00198	7	1291	7	6	1	1	1	TypeIA_IIAI	0	0	0	0.986173	Q2	1.425571	1.402912	1.393104	1.38368	1.422013	-0.019232	-0.009424	-0.038333	0.019101	0.001536	7	0.000108	7	0.001724	7	0.000464	7
CMP00199	7	878	7	7	1	1	2	OutgroupA	1	1	0	0.991803	Q4	1.415454	1.392637	1.325268	1.384847	1.390009	-0.00779	0.059579	-0.005162	-0.002628	0.006937	7	0.00377	7	0.002855	7	0.008103	7
CMP00200	7	888	7	6	1	2	3	OutgroupA	1	1	0	0.988231	Q3	1.310869	1.286624	1.216362	1.233621	1.211803	-0.053003	0.017259	0.021818	-0.074821	0.011381	7	0.006737	7	0.012965	7	0.015615	6
CMP00201	7	961	7	6	1	1	4	TypeIC1_IC2	1	1	0	0.991917	Q4	1.372613	1.351904	1.341082	1.351402	1.327974	-0.000502	0.01032	0.023428	-0.02393	0.017004	7	0.019027	7	0.001254	7	0.001401	7
CMP00202	6	847	6	5	1	1	0	TypeIC1_IC2	1	1	0	0.991861	Q4	1.435236	1.333957	1.393282	1.40142	1.380417	0.067463	0.008138	0.021003	0.04646	0.03226	6	0.014912	6	-0.003668	6	0.001334	6
CMP00203	6	975	3	6	1	1	1	TypeIIA2	1	1	1	0.989296	Q3	1.462259	1.462726	1.414687	1.433021	1.446437	-0.029705	0.018334	-0.013416	-0.016289		0		0	0.034469	6	0.002064	6
CMP00204	6	1478	6	6	1	1	2	TypeIIIA3	1	1	0	0.991124	Q4	1.431831	1.394056	1.387561	1.395708	1.404727	0.001652	0.008147	-0.009019	0.010671	0.006214	6	0.006106	6	0.000952	6	-1e-05	6
CMP00205	6	840	6	6	1	1	3	TypeIC1_IC2	0	1	0	0.993955	Q4	1.345208	1.29122	1.256697	1.203929	1.271588	-0.087291	-0.052768	-0.067659	-0.019632	0.040524	6	0.028916	4	0.008611	6	0.005493	6
CMP00206	6	1642	6	6	1	1	0	TypeIIIA3	0	1	1	0.992883	Q4	1.407949	1.36828	1.374872	1.371284	1.36279	0.003004	-0.003588	0.008494	-0.00549	0.004501	6	0.004942	5	-0.000271	6	0.001107	6
CMP00207	6	631	6	3	3	3	1	TypeXIIIC_Mx162	0	0	0	0.937595	Q1	1.469332	1.424459	1.482922	1.580757	1.955274	0.156298	0.097835	-0.374517	0.530815	-0.291551	3	-0.289641	3	-0.141585	6	0.119069	5
CMP00208	6	1006	6	5	1	1	2	TypeIA_IIAI	0	0	0	0.985809	Q2	1.400247	1.368328	1.35862	1.350682	1.356902	-0.017646	-0.007938	-0.00622	-0.011426	0.054538	6	0.048188	6	0.003608	6	0.00409	6
CMP00209	6	548	6	3	1	1	3	TypeIV	1	1	1	0.988369	Q2	1.469197	1.46217	1.425114	1.434584	1.488019	-0.027586	0.00947	-0.053435	0.025849	0.016223	6	0.019914	6	0.002516	6	-0.005072	6
CMP00210	6	1029	6	2	1	1	4	TypeIIIA2	0	1	0	0.989125	Q3	1.42272	1.389877	1.383417	1.373572	1.358575	-0.016305	-0.009845	0.014997	-0.031302	0.0572	6	0.028517	6	0.011413	6	0.011374	6
CMP00211	6	1205	5	6	2	1	0	TypeXIIIB_Ne144	1	1	0	0.993077	Q4	1.432041	1.355913	1.3601	1.372489	1.325452	0.016576	0.012389	0.047037	-0.030461	0.061605	5	0.064689	5	0.008052	6	0.002518	6
